Haplotype_1	Haplotype_2
FUN.rk.hap1.012446	FUN.rk.hap2.013092
FUN.rk.hap1.012447	FUN.rk.hap2.013094
FUN.rk.hap1.012449	FUN.rk.hap2.013095
FUN.rk.hap1.012451	FUN.rk.hap2.013097
FUN.rk.hap1.012452	FUN.rk.hap2.013098
FUN.rk.hap1.012453	FUN.rk.hap2.013099
FUN.rk.hap1.012459	FUN.rk.hap2.013102
FUN.rk.hap1.012460	FUN.rk.hap2.013103
FUN.rk.hap1.012461	FUN.rk.hap2.013104
FUN.rk.hap1.012462	FUN.rk.hap2.013105
FUN.rk.hap1.012463	FUN.rk.hap2.013106
FUN.rk.hap1.012464	FUN.rk.hap2.013107
FUN.rk.hap1.012465	FUN.rk.hap2.013108
FUN.rk.hap1.012466	FUN.rk.hap2.013109
FUN.rk.hap1.012467	FUN.rk.hap2.013110
FUN.rk.hap1.012469	FUN.rk.hap2.013112
FUN.rk.hap1.012473	FUN.rk.hap2.013115
FUN.rk.hap1.012474	FUN.rk.hap2.013116
FUN.rk.hap1.012475	FUN.rk.hap2.013117
FUN.rk.hap1.012476	FUN.rk.hap2.013118
FUN.rk.hap1.012478	FUN.rk.hap2.013122
FUN.rk.hap1.012479	FUN.rk.hap2.013124
FUN.rk.hap1.012480	FUN.rk.hap2.013125
FUN.rk.hap1.012481	FUN.rk.hap2.013126
FUN.rk.hap1.012482	FUN.rk.hap2.013127
FUN.rk.hap1.012483	FUN.rk.hap2.013128
FUN.rk.hap1.012484	FUN.rk.hap2.013129
FUN.rk.hap1.012485	FUN.rk.hap2.013130
FUN.rk.hap1.012491	FUN.rk.hap2.013132
FUN.rk.hap1.012492	FUN.rk.hap2.013133
FUN.rk.hap1.012493	FUN.rk.hap2.013134
FUN.rk.hap1.012495	FUN.rk.hap2.013135
FUN.rk.hap1.012496	FUN.rk.hap2.013137
FUN.rk.hap1.012497	FUN.rk.hap2.013138
FUN.rk.hap1.012499	FUN.rk.hap2.013139
FUN.rk.hap1.012501	FUN.rk.hap2.013140
FUN.rk.hap1.012503	FUN.rk.hap2.013144
FUN.rk.hap1.012505	FUN.rk.hap2.013145
FUN.rk.hap1.012506	FUN.rk.hap2.013146
FUN.rk.hap1.012507	FUN.rk.hap2.013147
FUN.rk.hap1.012509	FUN.rk.hap2.013150
FUN.rk.hap1.012510	FUN.rk.hap2.013151
FUN.rk.hap1.012512	FUN.rk.hap2.013153
FUN.rk.hap1.012513	FUN.rk.hap2.013154
FUN.rk.hap1.012517	FUN.rk.hap2.013156
FUN.rk.hap1.012518	FUN.rk.hap2.013157
FUN.rk.hap1.012519	FUN.rk.hap2.013158
FUN.rk.hap1.012521	FUN.rk.hap2.013160
FUN.rk.hap1.012522	FUN.rk.hap2.013162
FUN.rk.hap1.012523	FUN.rk.hap2.013163
FUN.rk.hap1.012524	FUN.rk.hap2.013164
FUN.rk.hap1.012525	FUN.rk.hap2.013165
FUN.rk.hap1.012526	FUN.rk.hap2.013166
FUN.rk.hap1.012529	FUN.rk.hap2.013167
FUN.rk.hap1.012530	FUN.rk.hap2.013168
FUN.rk.hap1.012531	FUN.rk.hap2.013169
FUN.rk.hap1.012534	FUN.rk.hap2.013170
FUN.rk.hap1.012535	FUN.rk.hap2.013171
FUN.rk.hap1.012537	FUN.rk.hap2.013173
FUN.rk.hap1.012538	FUN.rk.hap2.013174
FUN.rk.hap1.012539	FUN.rk.hap2.013175
FUN.rk.hap1.012541	FUN.rk.hap2.013179
FUN.rk.hap1.012543	FUN.rk.hap2.013181
FUN.rk.hap1.012544	FUN.rk.hap2.013182
FUN.rk.hap1.012545	FUN.rk.hap2.013183
FUN.rk.hap1.012546	FUN.rk.hap2.013184
FUN.rk.hap1.012547	FUN.rk.hap2.013185
FUN.rk.hap1.012550	FUN.rk.hap2.013189
FUN.rk.hap1.012551	FUN.rk.hap2.013190
FUN.rk.hap1.012552	FUN.rk.hap2.013191
FUN.rk.hap1.012553	FUN.rk.hap2.013192
FUN.rk.hap1.012554	FUN.rk.hap2.013193
FUN.rk.hap1.012555	FUN.rk.hap2.013195
FUN.rk.hap1.012556	FUN.rk.hap2.013197
FUN.rk.hap1.012557	FUN.rk.hap2.013198
FUN.rk.hap1.012560	FUN.rk.hap2.013199
FUN.rk.hap1.012561	FUN.rk.hap2.013200
FUN.rk.hap1.012562	FUN.rk.hap2.013202
FUN.rk.hap1.012563	FUN.rk.hap2.013205
FUN.rk.hap1.012564	FUN.rk.hap2.013206
FUN.rk.hap1.012565	FUN.rk.hap2.013207
FUN.rk.hap1.012566	FUN.rk.hap2.013208
FUN.rk.hap1.012567	FUN.rk.hap2.013212
FUN.rk.hap1.012580	FUN.rk.hap2.013218
FUN.rk.hap1.012581	FUN.rk.hap2.013219
FUN.rk.hap1.012582	FUN.rk.hap2.013220
FUN.rk.hap1.012585	FUN.rk.hap2.013223
FUN.rk.hap1.012587	FUN.rk.hap2.016548
FUN.rk.hap1.012590	FUN.rk.hap2.013227
FUN.rk.hap1.012591	FUN.rk.hap2.013230
FUN.rk.hap1.012593	FUN.rk.hap2.013233
FUN.rk.hap1.012594	FUN.rk.hap2.013234
FUN.rk.hap1.012595	FUN.rk.hap2.013235
FUN.rk.hap1.012596	FUN.rk.hap2.013236
FUN.rk.hap1.012597	FUN.rk.hap2.013237
FUN.rk.hap1.012599	FUN.rk.hap2.013240
FUN.rk.hap1.012601	FUN.rk.hap2.013242
FUN.rk.hap1.012602	FUN.rk.hap2.013243
FUN.rk.hap1.012604	FUN.rk.hap2.013246
FUN.rk.hap1.012605	FUN.rk.hap2.013247
FUN.rk.hap1.012609	FUN.rk.hap2.013250
FUN.rk.hap1.012610	FUN.rk.hap2.013251
FUN.rk.hap1.012611	FUN.rk.hap2.013252
FUN.rk.hap1.012614	FUN.rk.hap2.013255
FUN.rk.hap1.012615	FUN.rk.hap2.013257
FUN.rk.hap1.012616	FUN.rk.hap2.013258
FUN.rk.hap1.012618	FUN.rk.hap2.013260
FUN.rk.hap1.012621	FUN.rk.hap2.013263
FUN.rk.hap1.012625	FUN.rk.hap2.013268
FUN.rk.hap1.012626	FUN.rk.hap2.013269
FUN.rk.hap1.012627	FUN.rk.hap2.013270
FUN.rk.hap1.012628	FUN.rk.hap2.013271
FUN.rk.hap1.012629	FUN.rk.hap2.013272
FUN.rk.hap1.012631	FUN.rk.hap2.013274
FUN.rk.hap1.012632	FUN.rk.hap2.013275
FUN.rk.hap1.012633	FUN.rk.hap2.013277
FUN.rk.hap1.012634	FUN.rk.hap2.013278
FUN.rk.hap1.012635	FUN.rk.hap2.013279
FUN.rk.hap1.012636	FUN.rk.hap2.013280
FUN.rk.hap1.012637	FUN.rk.hap2.013281
FUN.rk.hap1.012638	FUN.rk.hap2.013282
FUN.rk.hap1.012641	FUN.rk.hap2.013285
FUN.rk.hap1.012642	FUN.rk.hap2.013286
FUN.rk.hap1.012643	FUN.rk.hap2.013287
FUN.rk.hap1.012644	FUN.rk.hap2.013288
FUN.rk.hap1.012645	FUN.rk.hap2.013289
FUN.rk.hap1.012646	FUN.rk.hap2.013291
FUN.rk.hap1.012648	FUN.rk.hap2.013292
FUN.rk.hap1.012649	FUN.rk.hap2.013293
FUN.rk.hap1.012650	FUN.rk.hap2.013294
FUN.rk.hap1.012651	FUN.rk.hap2.013295
FUN.rk.hap1.012653	FUN.rk.hap2.013297
FUN.rk.hap1.012654	FUN.rk.hap2.013298
FUN.rk.hap1.012656	FUN.rk.hap2.013301
FUN.rk.hap1.012657	FUN.rk.hap2.013302
FUN.rk.hap1.012658	FUN.rk.hap2.013303
FUN.rk.hap1.012659	FUN.rk.hap2.013304
FUN.rk.hap1.012660	FUN.rk.hap2.013305
FUN.rk.hap1.012661	FUN.rk.hap2.013306
FUN.rk.hap1.012662	FUN.rk.hap2.013307
FUN.rk.hap1.012663	FUN.rk.hap2.013308
FUN.rk.hap1.012664	FUN.rk.hap2.013309
FUN.rk.hap1.012666	FUN.rk.hap2.008344
FUN.rk.hap1.012667	FUN.rk.hap2.013310
FUN.rk.hap1.012668	FUN.rk.hap2.013312
FUN.rk.hap1.012673	FUN.rk.hap2.013315
FUN.rk.hap1.012674	FUN.rk.hap2.013316
FUN.rk.hap1.012675	FUN.rk.hap2.013317
FUN.rk.hap1.012677	FUN.rk.hap2.013318
FUN.rk.hap1.012678	FUN.rk.hap2.013319
FUN.rk.hap1.012681	FUN.rk.hap2.013322
FUN.rk.hap1.012682	FUN.rk.hap2.013323
FUN.rk.hap1.012683	FUN.rk.hap2.013324
FUN.rk.hap1.012684	FUN.rk.hap2.013325
FUN.rk.hap1.012685	FUN.rk.hap2.013326
FUN.rk.hap1.012686	FUN.rk.hap2.013328
FUN.rk.hap1.012687	FUN.rk.hap2.013330
FUN.rk.hap1.012690	FUN.rk.hap2.013343
FUN.rk.hap1.012693	FUN.rk.hap2.013744
FUN.rk.hap1.012710	FUN.rk.hap2.013378
FUN.rk.hap1.012715	FUN.rk.hap2.013387
FUN.rk.hap1.012716	FUN.rk.hap2.013388
FUN.rk.hap1.012718	FUN.rk.hap2.013392
FUN.rk.hap1.012720	FUN.rk.hap2.013393
FUN.rk.hap1.012722	FUN.rk.hap2.013395
FUN.rk.hap1.012723	FUN.rk.hap2.013396
FUN.rk.hap1.012724	FUN.rk.hap2.013398
FUN.rk.hap1.012725	FUN.rk.hap2.013399
FUN.rk.hap1.012726	FUN.rk.hap2.013400
FUN.rk.hap1.012727	FUN.rk.hap2.013401
FUN.rk.hap1.012728	FUN.rk.hap2.013402
FUN.rk.hap1.012729	FUN.rk.hap2.013403
FUN.rk.hap1.012730	FUN.rk.hap2.013404
FUN.rk.hap1.012731	FUN.rk.hap2.013406
FUN.rk.hap1.012732	FUN.rk.hap2.013407
FUN.rk.hap1.012734	FUN.rk.hap2.013409
FUN.rk.hap1.012735	FUN.rk.hap2.013410
FUN.rk.hap1.012736	FUN.rk.hap2.013411
FUN.rk.hap1.012737	FUN.rk.hap2.013412
FUN.rk.hap1.012741	FUN.rk.hap2.013423
FUN.rk.hap1.012744	FUN.rk.hap2.013426
FUN.rk.hap1.012745	FUN.rk.hap2.013427
FUN.rk.hap1.012749	FUN.rk.hap2.013430
FUN.rk.hap1.012754	FUN.rk.hap2.013432
FUN.rk.hap1.012755	FUN.rk.hap2.013433
FUN.rk.hap1.012756	FUN.rk.hap2.013437
FUN.rk.hap1.012758	FUN.rk.hap2.013439
FUN.rk.hap1.012759	FUN.rk.hap2.013440
FUN.rk.hap1.012760	FUN.rk.hap2.013442
FUN.rk.hap1.012764	FUN.rk.hap2.013444
FUN.rk.hap1.012765	FUN.rk.hap2.013445
FUN.rk.hap1.012767	FUN.rk.hap2.013446
FUN.rk.hap1.012768	FUN.rk.hap2.013447
FUN.rk.hap1.012771	FUN.rk.hap2.013452
FUN.rk.hap1.012772	FUN.rk.hap2.013453
FUN.rk.hap1.012774	FUN.rk.hap2.013458
FUN.rk.hap1.012776	FUN.rk.hap2.013459
FUN.rk.hap1.012777	FUN.rk.hap2.013461
FUN.rk.hap1.012778	FUN.rk.hap2.013462
FUN.rk.hap1.012780	FUN.rk.hap2.042188
FUN.rk.hap1.012781	FUN.rk.hap2.013465
FUN.rk.hap1.012782	FUN.rk.hap2.013466
FUN.rk.hap1.012783	FUN.rk.hap2.013467
FUN.rk.hap1.012784	FUN.rk.hap2.013468
FUN.rk.hap1.012785	FUN.rk.hap2.013469
FUN.rk.hap1.012786	FUN.rk.hap2.013470
FUN.rk.hap1.012787	FUN.rk.hap2.013472
FUN.rk.hap1.012788	FUN.rk.hap2.013473
FUN.rk.hap1.012790	FUN.rk.hap2.013475
FUN.rk.hap1.012793	FUN.rk.hap2.013477
FUN.rk.hap1.012795	FUN.rk.hap2.013481
FUN.rk.hap1.012796	FUN.rk.hap2.013482
FUN.rk.hap1.012800	FUN.rk.hap2.013484
FUN.rk.hap1.012801	FUN.rk.hap2.013487
FUN.rk.hap1.012802	FUN.rk.hap2.013488
FUN.rk.hap1.012806	FUN.rk.hap2.013490
FUN.rk.hap1.012807	FUN.rk.hap2.013492
FUN.rk.hap1.012808	FUN.rk.hap2.013494
FUN.rk.hap1.012809	FUN.rk.hap2.013495
FUN.rk.hap1.012810	FUN.rk.hap2.013496
FUN.rk.hap1.012811	FUN.rk.hap2.013497
FUN.rk.hap1.012812	FUN.rk.hap2.013498
FUN.rk.hap1.012816	FUN.rk.hap2.013506
FUN.rk.hap1.012818	FUN.rk.hap2.013509
FUN.rk.hap1.012821	FUN.rk.hap2.013510
FUN.rk.hap1.012822	FUN.rk.hap2.013511
FUN.rk.hap1.012823	FUN.rk.hap2.013512
FUN.rk.hap1.012824	FUN.rk.hap2.013513
FUN.rk.hap1.012826	FUN.rk.hap2.013515
FUN.rk.hap1.012831	FUN.rk.hap2.013516
FUN.rk.hap1.012832	FUN.rk.hap2.013517
FUN.rk.hap1.012833	FUN.rk.hap2.013518
FUN.rk.hap1.012834	FUN.rk.hap2.013519
FUN.rk.hap1.012839	FUN.rk.hap2.013527
FUN.rk.hap1.012841	FUN.rk.hap2.013531
FUN.rk.hap1.012843	FUN.rk.hap2.013533
FUN.rk.hap1.012847	FUN.rk.hap2.013537
FUN.rk.hap1.012848	FUN.rk.hap2.013538
FUN.rk.hap1.012849	FUN.rk.hap2.013539
FUN.rk.hap1.012850	FUN.rk.hap2.013541
FUN.rk.hap1.012851	FUN.rk.hap2.013542
FUN.rk.hap1.012852	FUN.rk.hap2.013543
FUN.rk.hap1.012853	FUN.rk.hap2.013544
FUN.rk.hap1.012855	FUN.rk.hap2.012130
FUN.rk.hap1.012856	FUN.rk.hap2.013548
FUN.rk.hap1.012857	FUN.rk.hap2.013549
FUN.rk.hap1.012858	FUN.rk.hap2.013550
FUN.rk.hap1.012859	FUN.rk.hap2.013551
FUN.rk.hap1.012862	FUN.rk.hap2.013555
FUN.rk.hap1.012864	FUN.rk.hap2.013559
FUN.rk.hap1.012865	FUN.rk.hap2.013560
FUN.rk.hap1.012866	FUN.rk.hap2.013562
FUN.rk.hap1.012868	FUN.rk.hap2.013563
FUN.rk.hap1.012869	FUN.rk.hap2.013565
FUN.rk.hap1.012870	FUN.rk.hap2.013567
FUN.rk.hap1.012871	FUN.rk.hap2.013569
FUN.rk.hap1.012873	FUN.rk.hap2.013571
FUN.rk.hap1.012875	FUN.rk.hap2.013572
FUN.rk.hap1.012876	FUN.rk.hap2.013573
FUN.rk.hap1.012877	FUN.rk.hap2.013574
FUN.rk.hap1.012884	FUN.rk.hap2.013576
FUN.rk.hap1.012885	FUN.rk.hap2.013577
FUN.rk.hap1.012886	FUN.rk.hap2.013578
FUN.rk.hap1.012887	FUN.rk.hap2.013581
FUN.rk.hap1.012889	FUN.rk.hap2.013582
FUN.rk.hap1.012894	FUN.rk.hap2.013588
FUN.rk.hap1.012897	FUN.rk.hap2.013600
FUN.rk.hap1.012898	FUN.rk.hap2.013590
FUN.rk.hap1.012899	FUN.rk.hap2.013591
FUN.rk.hap1.012900	FUN.rk.hap2.013592
FUN.rk.hap1.012903	FUN.rk.hap2.013595
FUN.rk.hap1.012904	FUN.rk.hap2.013596
FUN.rk.hap1.012905	FUN.rk.hap2.013598
FUN.rk.hap1.012908	FUN.rk.hap2.013602
FUN.rk.hap1.012910	FUN.rk.hap2.013603
FUN.rk.hap1.012911	FUN.rk.hap2.013604
FUN.rk.hap1.012912	FUN.rk.hap2.013605
FUN.rk.hap1.012913	FUN.rk.hap2.013606
FUN.rk.hap1.012914	FUN.rk.hap2.013607
FUN.rk.hap1.012915	FUN.rk.hap2.015596
FUN.rk.hap1.012916	FUN.rk.hap2.013608
FUN.rk.hap1.012921	FUN.rk.hap2.006286
FUN.rk.hap1.012924	FUN.rk.hap2.013615
FUN.rk.hap1.012925	FUN.rk.hap2.013616
FUN.rk.hap1.012926	FUN.rk.hap2.013617
FUN.rk.hap1.012927	FUN.rk.hap2.013618
FUN.rk.hap1.012928	FUN.rk.hap2.013619
FUN.rk.hap1.012929	FUN.rk.hap2.013620
FUN.rk.hap1.012930	FUN.rk.hap2.013621
FUN.rk.hap1.012931	FUN.rk.hap2.013623
FUN.rk.hap1.012933	FUN.rk.hap2.013624
FUN.rk.hap1.012934	FUN.rk.hap2.013625
FUN.rk.hap1.012935	FUN.rk.hap2.027584
FUN.rk.hap1.012937	FUN.rk.hap2.013626
FUN.rk.hap1.012938	FUN.rk.hap2.013627
FUN.rk.hap1.012942	FUN.rk.hap2.013634
FUN.rk.hap1.012943	FUN.rk.hap2.013639
FUN.rk.hap1.012945	FUN.rk.hap2.034604
FUN.rk.hap1.012949	FUN.rk.hap2.013647
FUN.rk.hap1.012950	FUN.rk.hap2.013648
FUN.rk.hap1.012955	FUN.rk.hap2.013659
FUN.rk.hap1.012961	FUN.rk.hap2.013660
FUN.rk.hap1.012963	FUN.rk.hap2.013663
FUN.rk.hap1.012964	FUN.rk.hap2.013664
FUN.rk.hap1.012967	FUN.rk.hap2.021236
FUN.rk.hap1.012970	FUN.rk.hap2.013671
FUN.rk.hap1.012971	FUN.rk.hap2.013673
FUN.rk.hap1.012973	FUN.rk.hap2.013676
FUN.rk.hap1.012976	FUN.rk.hap2.016189
FUN.rk.hap1.012979	FUN.rk.hap2.013680
FUN.rk.hap1.012980	FUN.rk.hap2.013685
FUN.rk.hap1.012981	FUN.rk.hap2.013686
FUN.rk.hap1.012985	FUN.rk.hap2.013692
FUN.rk.hap1.012994	FUN.rk.hap2.013698
FUN.rk.hap1.012995	FUN.rk.hap2.007299
FUN.rk.hap1.012999	FUN.rk.hap2.013704
FUN.rk.hap1.013000	FUN.rk.hap2.013705
FUN.rk.hap1.013001	FUN.rk.hap2.013706
FUN.rk.hap1.013006	FUN.rk.hap2.013718
FUN.rk.hap1.013008	FUN.rk.hap2.018685
FUN.rk.hap1.013013	FUN.rk.hap2.013730
FUN.rk.hap1.013015	FUN.rk.hap2.005411
FUN.rk.hap1.013020	FUN.rk.hap2.013733
FUN.rk.hap1.013024	FUN.rk.hap2.013736
FUN.rk.hap1.013025	FUN.rk.hap2.013738
FUN.rk.hap1.013032	FUN.rk.hap2.013749
FUN.rk.hap1.013042	FUN.rk.hap2.013755
FUN.rk.hap1.013053	FUN.rk.hap2.013772
FUN.rk.hap1.013055	FUN.rk.hap2.013774
FUN.rk.hap1.013056	FUN.rk.hap2.013775
FUN.rk.hap1.013066	FUN.rk.hap2.013785
FUN.rk.hap1.013068	FUN.rk.hap2.013787
FUN.rk.hap1.013069	FUN.rk.hap2.013788
FUN.rk.hap1.013071	FUN.rk.hap2.013789
FUN.rk.hap1.013088	FUN.rk.hap2.013804
FUN.rk.hap1.013089	FUN.rk.hap2.013805
FUN.rk.hap1.013091	FUN.rk.hap2.013808
FUN.rk.hap1.013092	FUN.rk.hap2.013809
FUN.rk.hap1.013093	FUN.rk.hap2.013810
FUN.rk.hap1.013094	FUN.rk.hap2.013811
FUN.rk.hap1.013095	FUN.rk.hap2.013812
FUN.rk.hap1.013102	FUN.rk.hap2.013813
FUN.rk.hap1.013103	FUN.rk.hap2.013816
FUN.rk.hap1.013105	FUN.rk.hap2.013818
FUN.rk.hap1.013106	FUN.rk.hap2.013819
FUN.rk.hap1.013107	FUN.rk.hap2.037292
FUN.rk.hap1.013108	FUN.rk.hap2.013820
FUN.rk.hap1.013109	FUN.rk.hap2.013821
FUN.rk.hap1.013110	FUN.rk.hap2.013822
FUN.rk.hap1.013111	FUN.rk.hap2.013825
FUN.rk.hap1.013112	FUN.rk.hap2.013826
FUN.rk.hap1.013115	FUN.rk.hap2.013828
FUN.rk.hap1.013117	FUN.rk.hap2.013898
FUN.rk.hap1.013125	FUN.rk.hap2.013890
FUN.rk.hap1.013126	FUN.rk.hap2.013889
FUN.rk.hap1.013129	FUN.rk.hap2.013886
FUN.rk.hap1.013140	FUN.rk.hap2.013875
FUN.rk.hap1.013141	FUN.rk.hap2.013872
FUN.rk.hap1.013144	FUN.rk.hap2.013869
FUN.rk.hap1.013146	FUN.rk.hap2.013866
FUN.rk.hap1.013147	FUN.rk.hap2.013863
FUN.rk.hap1.013149	FUN.rk.hap2.013860
FUN.rk.hap1.013151	FUN.rk.hap2.013859
FUN.rk.hap1.013152	FUN.rk.hap2.013855
FUN.rk.hap1.013160	FUN.rk.hap2.013848
FUN.rk.hap1.013172	FUN.rk.hap2.006264
FUN.rk.hap1.013173	FUN.rk.hap2.013836
FUN.rk.hap1.013175	FUN.rk.hap2.013834
FUN.rk.hap1.013178	FUN.rk.hap2.013999
FUN.rk.hap1.013179	FUN.rk.hap2.013832
FUN.rk.hap1.013180	FUN.rk.hap2.013831
FUN.rk.hap1.013183	FUN.rk.hap2.013830
FUN.rk.hap1.013187	FUN.rk.hap2.013902
FUN.rk.hap1.013189	FUN.rk.hap2.013903
FUN.rk.hap1.013196	FUN.rk.hap2.013908
FUN.rk.hap1.013197	FUN.rk.hap2.013909
FUN.rk.hap1.013223	FUN.rk.hap2.018909
FUN.rk.hap1.013228	FUN.rk.hap2.029863
FUN.rk.hap1.013237	FUN.rk.hap2.034282
FUN.rk.hap1.013252	FUN.rk.hap2.023518
FUN.rk.hap1.013272	FUN.rk.hap2.024286
FUN.rk.hap1.013275	FUN.rk.hap2.013940
FUN.rk.hap1.013276	FUN.rk.hap2.013945
FUN.rk.hap1.013290	FUN.rk.hap2.013954
FUN.rk.hap1.013296	FUN.rk.hap2.013957
FUN.rk.hap1.013297	FUN.rk.hap2.013958
FUN.rk.hap1.013299	FUN.rk.hap2.013959
FUN.rk.hap1.013300	FUN.rk.hap2.013960
FUN.rk.hap1.013302	FUN.rk.hap2.013961
FUN.rk.hap1.013305	FUN.rk.hap2.013963
FUN.rk.hap1.013311	FUN.rk.hap2.013971
FUN.rk.hap1.013314	FUN.rk.hap2.013976
FUN.rk.hap1.013315	FUN.rk.hap2.013977
FUN.rk.hap1.013316	FUN.rk.hap2.013979
FUN.rk.hap1.013317	FUN.rk.hap2.013980
FUN.rk.hap1.013323	FUN.rk.hap2.013984
FUN.rk.hap1.013328	FUN.rk.hap2.013988
FUN.rk.hap1.013329	FUN.rk.hap2.013989
FUN.rk.hap1.013331	FUN.rk.hap2.013994
FUN.rk.hap1.013332	FUN.rk.hap2.013996
FUN.rk.hap1.013338	FUN.rk.hap2.014002
FUN.rk.hap1.013340	FUN.rk.hap2.014004
FUN.rk.hap1.013345	FUN.rk.hap2.014011
FUN.rk.hap1.013347	FUN.rk.hap2.014013
FUN.rk.hap1.013348	FUN.rk.hap2.014015
FUN.rk.hap1.013352	FUN.rk.hap2.014022
FUN.rk.hap1.013353	FUN.rk.hap2.014023
FUN.rk.hap1.013355	FUN.rk.hap2.014025
FUN.rk.hap1.013356	FUN.rk.hap2.014026
FUN.rk.hap1.013357	FUN.rk.hap2.014027
FUN.rk.hap1.013358	FUN.rk.hap2.014028
FUN.rk.hap1.013359	FUN.rk.hap2.014029
FUN.rk.hap1.013360	FUN.rk.hap2.014030
FUN.rk.hap1.013361	FUN.rk.hap2.014031
FUN.rk.hap1.013363	FUN.rk.hap2.014032
FUN.rk.hap1.013367	FUN.rk.hap2.014037
FUN.rk.hap1.013369	FUN.rk.hap2.014039
FUN.rk.hap1.013370	FUN.rk.hap2.014040
FUN.rk.hap1.013371	FUN.rk.hap2.014041
FUN.rk.hap1.013372	FUN.rk.hap2.014042
FUN.rk.hap1.013383	FUN.rk.hap2.014050
FUN.rk.hap1.013388	FUN.rk.hap2.014055
FUN.rk.hap1.013392	FUN.rk.hap2.014058
FUN.rk.hap1.013394	FUN.rk.hap2.014059
FUN.rk.hap1.013396	FUN.rk.hap2.014060
FUN.rk.hap1.013399	FUN.rk.hap2.014063
FUN.rk.hap1.013406	FUN.rk.hap2.014064
FUN.rk.hap1.013407	FUN.rk.hap2.014108
FUN.rk.hap1.013408	FUN.rk.hap2.014065
FUN.rk.hap1.013414	FUN.rk.hap2.014071
FUN.rk.hap1.013420	FUN.rk.hap2.014076
FUN.rk.hap1.013427	FUN.rk.hap2.014080
FUN.rk.hap1.013428	FUN.rk.hap2.014081
FUN.rk.hap1.013430	FUN.rk.hap2.014085
FUN.rk.hap1.013431	FUN.rk.hap2.014086
FUN.rk.hap1.013433	FUN.rk.hap2.030976
FUN.rk.hap1.013434	FUN.rk.hap2.014089
FUN.rk.hap1.013435	FUN.rk.hap2.014090
FUN.rk.hap1.013436	FUN.rk.hap2.014091
FUN.rk.hap1.013438	FUN.rk.hap2.014092
FUN.rk.hap1.013439	FUN.rk.hap2.014093
FUN.rk.hap1.013440	FUN.rk.hap2.014094
FUN.rk.hap1.013445	FUN.rk.hap2.014098
FUN.rk.hap1.013446	FUN.rk.hap2.014099
FUN.rk.hap1.013447	FUN.rk.hap2.025598
FUN.rk.hap1.013454	FUN.rk.hap2.014105
FUN.rk.hap1.013455	FUN.rk.hap2.014106
FUN.rk.hap1.013456	FUN.rk.hap2.014109
FUN.rk.hap1.013462	FUN.rk.hap2.014115
FUN.rk.hap1.013463	FUN.rk.hap2.014116
FUN.rk.hap1.013469	FUN.rk.hap2.014120
FUN.rk.hap1.013470	FUN.rk.hap2.014121
FUN.rk.hap1.013471	FUN.rk.hap2.014129
FUN.rk.hap1.013472	FUN.rk.hap2.014131
FUN.rk.hap1.013475	FUN.rk.hap2.014132
FUN.rk.hap1.013477	FUN.rk.hap2.014140
FUN.rk.hap1.013484	FUN.rk.hap2.034543
FUN.rk.hap1.013493	FUN.rk.hap2.014150
FUN.rk.hap1.013507	FUN.rk.hap2.007649
FUN.rk.hap1.013514	FUN.rk.hap2.014167
FUN.rk.hap1.013516	FUN.rk.hap2.014168
FUN.rk.hap1.013517	FUN.rk.hap2.014169
FUN.rk.hap1.013518	FUN.rk.hap2.014170
FUN.rk.hap1.013519	FUN.rk.hap2.014175
FUN.rk.hap1.013520	FUN.rk.hap2.014176
FUN.rk.hap1.013522	FUN.rk.hap2.014177
FUN.rk.hap1.013523	FUN.rk.hap2.014178
FUN.rk.hap1.013525	FUN.rk.hap2.014183
FUN.rk.hap1.013528	FUN.rk.hap2.014185
FUN.rk.hap1.013530	FUN.rk.hap2.014187
FUN.rk.hap1.013531	FUN.rk.hap2.014188
FUN.rk.hap1.013534	FUN.rk.hap2.014195
FUN.rk.hap1.013535	FUN.rk.hap2.014196
FUN.rk.hap1.013541	FUN.rk.hap2.014203
FUN.rk.hap1.013542	FUN.rk.hap2.014204
FUN.rk.hap1.013544	FUN.rk.hap2.014206
FUN.rk.hap1.013545	FUN.rk.hap2.014208
FUN.rk.hap1.013546	FUN.rk.hap2.014209
FUN.rk.hap1.013547	FUN.rk.hap2.014210
FUN.rk.hap1.013548	FUN.rk.hap2.014211
FUN.rk.hap1.013549	FUN.rk.hap2.014212
FUN.rk.hap1.013552	FUN.rk.hap2.014215
FUN.rk.hap1.013553	FUN.rk.hap2.014216
FUN.rk.hap1.013560	FUN.rk.hap2.014222
FUN.rk.hap1.013561	FUN.rk.hap2.014224
FUN.rk.hap1.013564	FUN.rk.hap2.014237
FUN.rk.hap1.013566	FUN.rk.hap2.014238
FUN.rk.hap1.013567	FUN.rk.hap2.014239
FUN.rk.hap1.013572	FUN.rk.hap2.014243
FUN.rk.hap1.013573	FUN.rk.hap2.014244
FUN.rk.hap1.013574	FUN.rk.hap2.014246
FUN.rk.hap1.013581	FUN.rk.hap2.014248
FUN.rk.hap1.013582	FUN.rk.hap2.014249
FUN.rk.hap1.013587	FUN.rk.hap2.014253
FUN.rk.hap1.013588	FUN.rk.hap2.014254
FUN.rk.hap1.013591	FUN.rk.hap2.014257
FUN.rk.hap1.013592	FUN.rk.hap2.014258
FUN.rk.hap1.013593	FUN.rk.hap2.014260
FUN.rk.hap1.013594	FUN.rk.hap2.014261
